target,original_rmse_mean,original_rmse_std,original_mae_mean,original_mae_std,imputed_rmse_mean,imputed_rmse_std,imputed_mae_mean,imputed_mae_std,rmse_improvement,mae_improvement
HIC_delta_G_ML,0.3321533818267139,0.06146284545752675,0.2503211273586952,0.0274108225443612,0.32613745578365033,0.07578323158694047,0.2472696646583346,0.03920660329855506,0.0060159260430635575,0.0030514627003606076
PR_CHO,0.15948176028874006,0.0062407366600995854,0.14037754327088292,0.006415388804112771,0.14932385859289646,0.007485779455087979,0.13067098096934404,0.007042730108726403,0.010157901695843602,0.009706562301538879
AC-SINS_pH7.4_nmol/mg,8.849925860459638,0.7413473669936369,7.463598014764571,0.5805042347021826,8.771105214892504,0.7054757420252157,7.33139256942893,0.527916687419926,0.0788206455671343,0.13220544533564116
Tm2_DSF_degC,3.006271838945098,0.34318117243039664,2.4478809730276447,0.2822042441469174,2.8084894327106156,0.1751575818831944,2.232738413357493,0.2111383055824317,0.19778240623448262,0.21514255967015172
Titer_g/L,120.35494375377905,14.88067244369193,90.82552542124435,7.622129254627698,120.7142902495013,17.37022924402938,90.79532232350428,11.686038264185694,-0.3593464957222494,0.03020309774007046
