Feature,Mutual_Information
l_cdr_h2,0.07298705502741454
h_cdr_h3,0.028728391074591908
h_cdr_h2,0.01961381927490269
h_cdr_h1,0.018220029557554973
l_cdr_h1,0.0
l_cdr_h3,0.0
